label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
headache,0.08421383053064346,0.42994892597198486,3.190611721493042e-07,0.133033886551857,0.4202161729335785,-0.019743964076042175,0.17287321388721466,0.364134281873703,-0.02724991925060749,0.20187528431415558,0.30956166982650757,-0.03139222413301468,0.22636795043945312,0.26992079615592957,-0.033884044736623764,0.12671568989753723,0.2999035716056824,-0.022729530930519104,0.16361655294895172,0.24502305686473846,-0.03861689940094948,0.19663852453231812,0.2389485388994217,-0.04902973398566246,0.2214805781841278,0.24753566086292267,-0.053693827241659164,0.10446202754974365,0.2859324812889099,-0.01623627170920372,0.14487208425998688,0.23345476388931274,-0.029467636719346046,0.179762601852417,0.23222734034061432,-0.036337245255708694,0.20652979612350464,0.24459759891033173,-0.03987125679850578,0.0914977639913559,0.28272494673728943,-0.0114525705575943,0.13164526224136353,0.23405757546424866,-0.02245236188173294,0.164524644613266,0.23059788346290588,-0.025693664327263832,0.1903350055217743,0.23956163227558136,-0.02665296383202076,0.08558917790651321,0.28638336062431335,-0.008274375461041927,0.11851397156715393,0.24444463849067688,-0.016290048137307167,0.14684970676898956,0.2367008924484253,-0.017605016008019447,0.16967928409576416,0.24058109521865845,-0.016882097348570824
headache,0.08235463500022888,0.44020164012908936,4.0492884068044077e-07,0.12951155006885529,0.4268413782119751,-0.02229183353483677,0.17000128328800201,0.37042248249053955,-0.032534245401620865,0.20057818293571472,0.315478652715683,-0.03896158188581467,0.22889694571495056,0.2758617401123047,-0.043716780841350555,0.12027700245380402,0.3140345811843872,-0.02704944647848606,0.15374186635017395,0.2563452124595642,-0.043137505650520325,0.18720553815364838,0.2431095391511917,-0.05361412093043327,0.21505433320999146,0.24622546136379242,-0.05857134982943535,0.09874540567398071,0.30055928230285645,-0.019585775211453438,0.13664469122886658,0.24501833319664001,-0.03336605802178383,0.1726418435573578,0.23549610376358032,-0.040373675525188446,0.2023453712463379,0.24187909066677094,-0.0440124087035656,0.08744461834430695,0.29569002985954285,-0.013717292807996273,0.12649115920066833,0.24413007497787476,-0.024863071739673615,0.15988925099372864,0.2348359227180481,-0.027834966778755188,0.1872914433479309,0.23837518692016602,-0.02863885834813118,0.08316008746623993,0.29711928963661194,-0.00969003140926361,0.11597945541143417,0.2532280683517456,-0.018048161640763283,0.14426210522651672,0.2413167655467987,-0.01932619884610176,0.16790157556533813,0.24052375555038452,-0.018400141969323158
headache,0.10395874083042145,0.40211087465286255,5.897558139622561e-07,0.1567593812942505,0.3705347776412964,-0.020785434171557426,0.20259331166744232,0.3102265000343323,-0.029576998203992844,0.23844821751117706,0.25888219475746155,-0.03553248196840286,0.27117449045181274,0.22226983308792114,-0.0400552861392498,0.14903800189495087,0.26456138491630554,-0.015941301360726357,0.193926602602005,0.21624568104743958,-0.029970994219183922,0.2327328622341156,0.2043612003326416,-0.04184597730636597,0.2640906572341919,0.20541785657405853,-0.04819377139210701,0.12996447086334229,0.24968211352825165,-0.009767398238182068,0.179899662733078,0.2067076861858368,-0.022989602759480476,0.2232220619916916,0.19794633984565735,-0.033798910677433014,0.2587089538574219,0.2035933881998062,-0.039738740772008896,0.11955634504556656,0.24236741662025452,-0.005658896639943123,0.16502603888511658,0.19909223914146423,-0.015871770679950714,0.20338110625743866,0.1882016807794571,-0.022639036178588867,0.23590774834156036,0.19089297950267792,-0.02567020244896412,0.113683320581913,0.24214977025985718,-0.003691132878884673,0.14850489795207977,0.201141819357872,-0.011257017031311989,0.17970111966133118,0.18803632259368896,-0.014012424275279045,0.2078624963760376,0.18739350140094757,-0.013702626340091228
headache,0.11321152746677399,0.3710508346557617,4.6107578555165674e-07,0.15888793766498566,0.3587248921394348,-0.022863486781716347,0.20420964062213898,0.30422911047935486,-0.03087434358894825,0.23997117578983307,0.2552539110183716,-0.035068705677986145,0.2714904546737671,0.2220214307308197,-0.0368233397603035,0.15266074240207672,0.2305174469947815,-0.014453533105552197,0.20405647158622742,0.18937857449054718,-0.026917563751339912,0.2417609840631485,0.1905408799648285,-0.036958206444978714,0.26946115493774414,0.20201843976974487,-0.04196246713399887,0.13651889562606812,0.21407434344291687,-0.006557762622833252,0.19285625219345093,0.17524680495262146,-0.01853226311504841,0.23431500792503357,0.17953620851039886,-0.026851031929254532,0.2660776376724243,0.19504085183143616,-0.030967310070991516,0.12962061166763306,0.20924989879131317,-0.0011364531237632036,0.18463778495788574,0.1691415011882782,-0.013694720342755318,0.22420799732208252,0.17189234495162964,-0.020182255655527115,0.2542988955974579,0.18669630587100983,-0.02231762744486332,0.12907108664512634,0.21125802397727966,0.0024091999512165785,0.17486357688903809,0.17741936445236206,-0.008592656813561916,0.20757147669792175,0.17606960237026215,-0.012484299950301647,0.23373225331306458,0.18489497900009155,-0.012516967952251434
headache,0.1118079200387001,0.36964964866638184,4.102686546048062e-07,0.15886598825454712,0.3598494529724121,-0.026279808953404427,0.20380175113677979,0.30284950137138367,-0.034591659903526306,0.240068718791008,0.25317102670669556,-0.03776450455188751,0.27087128162384033,0.22102932631969452,-0.03842626139521599,0.15281766653060913,0.2304307371377945,-0.019393565133213997,0.20473812520503998,0.18793471157550812,-0.030369209125638008,0.2432810664176941,0.19047628343105316,-0.03934541717171669,0.2714654803276062,0.20232340693473816,-0.04418487846851349,0.1358572244644165,0.21343664824962616,-0.008435542695224285,0.19269946217536926,0.17458955943584442,-0.018921686336398125,0.23427551984786987,0.1810394674539566,-0.026650914922356606,0.2659410536289215,0.19680285453796387,-0.031023692339658737,0.12861502170562744,0.20927175879478455,0.00022935206652618945,0.18274520337581635,0.16990217566490173,-0.010963705368340015,0.22260719537734985,0.1741212159395218,-0.018137063831090927,0.2531958222389221,0.18801453709602356,-0.021606236696243286,0.1277998685836792,0.21287822723388672,0.006908845622092485,0.17320817708969116,0.17998793721199036,-0.003846628125756979,0.20606352388858795,0.18003743886947632,-0.008880602195858955,0.2325163185596466,0.18897417187690735,-0.010254650376737118
headache,0.13704265654087067,0.34112241864204407,4.473548358419066e-07,0.19403612613677979,0.3224661350250244,-0.022178763523697853,0.23673006892204285,0.26977789402008057,-0.02780180610716343,0.27245983481407166,0.23147141933441162,-0.028826966881752014,0.3048012852668762,0.21261316537857056,-0.02739844284951687,0.18203280866146088,0.180755615234375,-0.0104146683588624,0.2472616285085678,0.16473203897476196,-0.016689609736204147,0.28516098856925964,0.17618343234062195,-0.02563122659921646,0.31149032711982727,0.1913839429616928,-0.03119288571178913,0.16855986416339874,0.16719719767570496,1.8928822100860998e-05,0.2327437698841095,0.1485844850540161,-0.0054840645752847195,0.2717798054218292,0.161916121840477,-0.013347123749554157,0.3013738691806793,0.18185877799987793,-0.01786387898027897,0.1651960164308548,0.169388085603714,0.008742866106331348,0.2248598337173462,0.15076494216918945,0.0030719609931111336,0.26144206523895264,0.15931856632232666,-0.004268540069460869,0.2888220548629761,0.17428937554359436,-0.008093886077404022,0.16949160397052765,0.1803644746541977,0.01560252346098423,0.21721191704273224,0.1644504815340042,0.01104067824780941,0.2457691729068756,0.17063318192958832,0.008479094132781029,0.26821017265319824,0.18157482147216797,0.008605247363448143
headache,0.1394055187702179,0.33725959062576294,3.8237308785937785e-07,0.19284433126449585,0.3229626715183258,-0.021441705524921417,0.2353656142950058,0.26959869265556335,-0.026560528203845024,0.2712336778640747,0.23150339722633362,-0.026588717475533485,0.30259907245635986,0.21288220584392548,-0.024183781817555428,0.18537640571594238,0.18329814076423645,-0.0153217613697052,0.2501908838748932,0.16579905152320862,-0.022660674527287483,0.288058340549469,0.17667198181152344,-0.03039742261171341,0.313400536775589,0.1923850178718567,-0.0348239466547966,0.1700463443994522,0.1677849292755127,-0.004960580728948116,0.23576952517032623,0.14503991603851318,-0.010888873599469662,0.2750561833381653,0.16069601476192474,-0.015397359617054462,0.30280256271362305,0.18119585514068604,-0.017666304484009743,0.16534821689128876,0.16905471682548523,0.00383822456933558,0.2243504375219345,0.14389623701572418,-0.002476962748914957,0.2605653703212738,0.15534287691116333,-0.007245603483170271,0.2860148251056671,0.17266693711280823,-0.009469249285757542,0.16834957897663116,0.18036863207817078,0.010919974185526371,0.21539592742919922,0.16111034154891968,0.0047575016506016254,0.2444351762533188,0.16732269525527954,0.002006968017667532,0.2657899260520935,0.17793552577495575,0.0020424090325832367
headache,0.15785017609596252,0.3263469636440277,2.8532753049148596e-07,0.21751801669597626,0.3136391341686249,-0.009699712507426739,0.2595978379249573,0.2680690586566925,-0.015751967206597328,0.2931952476501465,0.23723135888576508,-0.021151872351765633,0.32350489497184753,0.22144141793251038,-0.02450479194521904,0.20505265891551971,0.16567698121070862,-0.009568601846694946,0.27505165338516235,0.15526968240737915,-0.023376574739813805,0.31062155961990356,0.1748058944940567,-0.03534726798534393,0.33182960748672485,0.20018015801906586,-0.0421186238527298,0.19226670265197754,0.1527276188135147,-0.009883901104331017,0.2700912356376648,0.13957169651985168,-0.022861450910568237,0.3073442578315735,0.16409283876419067,-0.029700249433517456,0.32972252368927,0.19348949193954468,-0.03216458112001419,0.19081197679042816,0.15749210119247437,-0.011401652358472347,0.26545944809913635,0.13934636116027832,-0.023434152826666832,0.3012661635875702,0.15872180461883545,-0.02749062515795231,0.32370418310165405,0.18195384740829468,-0.027964340522885323,0.19813880324363708,0.17462553083896637,-0.013784216716885567,0.25802338123321533,0.16776499152183533,-0.023405855521559715,0.28716805577278137,0.18122389912605286,-0.025150995701551437,0.30740079283714294,0.1971135139465332,-0.02380525879561901
headache,0.15839548408985138,0.32611966133117676,2.9926346201136766e-07,0.21762868762016296,0.31366097927093506,-0.007490360178053379,0.25746551156044006,0.2644959092140198,-0.012458998709917068,0.2935580909252167,0.23340752720832825,-0.01704414188861847,0.32671836018562317,0.2209828943014145,-0.019358757883310318,0.20050987601280212,0.16164855659008026,-0.006605990696698427,0.2718524932861328,0.15714401006698608,-0.019310232251882553,0.3090682625770569,0.17532040178775787,-0.03095950558781624,0.331362247467041,0.19840961694717407,-0.03831496834754944,0.1917884349822998,0.15066760778427124,-0.008455437608063221,0.26934880018234253,0.13952872157096863,-0.019682787358760834,0.30745580792427063,0.1608424186706543,-0.026043539866805077,0.3315657675266266,0.18735574185848236,-0.029219752177596092,0.1938699185848236,0.15861614048480988,-0.01148800365626812,0.2700289487838745,0.1413724571466446,-0.02332795225083828,0.3072419762611389,0.1605624407529831,-0.02769315056502819,0.3305637240409851,0.18333633244037628,-0.02896236814558506,0.20512476563453674,0.17966070771217346,-0.015183404088020325,0.26849129796028137,0.17663228511810303,-0.025342103093862534,0.3003609776496887,0.18853461742401123,-0.027789153158664703,0.3222452402114868,0.2020915150642395,-0.02715420536696911
headache,0.15840889513492584,0.32572734355926514,3.1113316367736843e-07,0.21736162900924683,0.3132006824016571,-0.009675413370132446,0.25723621249198914,0.2642030417919159,-0.015624879859387875,0.2938079833984375,0.2325901836156845,-0.020641053095459938,0.32730457186698914,0.21953338384628296,-0.023261312395334244,0.20010341703891754,0.16148176789283752,-0.009317888878285885,0.272321492433548,0.15647222101688385,-0.022604739293456078,0.30967581272125244,0.17557643353939056,-0.0344497486948967,0.3321689963340759,0.1990707814693451,-0.04187037795782089,0.19124919176101685,0.1501997411251068,-0.010096350684762001,0.269476056098938,0.13921013474464417,-0.022031091153621674,0.30776041746139526,0.16125962138175964,-0.028674805536866188,0.33208703994750977,0.1882447451353073,-0.0318899005651474,0.19344042241573334,0.15809525549411774,-0.012144486419856548,0.2701517939567566,0.14164680242538452,-0.02485719881951809,0.30778586864471436,0.16115479171276093,-0.02979356236755848,0.33168625831604004,0.18397103250026703,-0.031236164271831512,0.2050187736749649,0.17915882170200348,-0.01495037879794836,0.26878637075424194,0.17699795961380005,-0.025983383879065514,0.30095452070236206,0.189424067735672,-0.029003767296671867,0.3232882022857666,0.203175351023674,-0.02858259528875351
